sample_id,contig,population_id,country,taxon
AB0273-C,3R,BFgam,Burkina Faso,gambiae
AB0274-C,3R,BFgam,Burkina Faso,gambiae
AB0275-C,3R,BFgam,Burkina Faso,gambiae
AB0276-C,3R,BFcol,Burkina Faso,coluzzii
AB0277-C,3R,BFgam,Burkina Faso,gambiae
AB0278-C,3R,BFgam,Burkina Faso,gambiae
AB0279-C,3R,BFcol,Burkina Faso,coluzzii
AB0280-C,3R,BFgam,Burkina Faso,gambiae
AB0281-C,3R,BFgam,Burkina Faso,gambiae
AB0282-C,3R,BFcol,Burkina Faso,coluzzii
AB0283-C,3R,BFgam,Burkina Faso,gambiae
AB0284-C,3R,BFgam,Burkina Faso,gambiae
AC0089-C,3R,UGgam,Uganda,gambiae
AC0090-C,3R,UGgam,Uganda,gambiae
AC0091-C,3R,UGgam,Uganda,gambiae
AC0092-C,3R,UGgam,Uganda,gambiae
AC0093-C,3R,UGgam,Uganda,gambiae
AC0094-C,3R,UGgam,Uganda,gambiae
AC0095-C,3R,UGgam,Uganda,gambiae
AC0096-C,3R,UGgam,Uganda,gambiae
AC0097-C,3R,UGgam,Uganda,gambiae
AC0098-C,3R,UGgam,Uganda,gambiae
AC0099-C,3R,UGgam,Uganda,gambiae
AC0100-C,3R,UGgam,Uganda,gambiae
AC0101-C,3R,UGgam,Uganda,gambiae
AC0102-C,3R,UGgam,Uganda,gambiae
AC0103-C,3R,UGgam,Uganda,gambiae
AC0104-C,3R,UGgam,Uganda,gambiae
AC0105-C,3R,UGgam,Uganda,gambiae
AC0106-C,3R,UGgam,Uganda,gambiae
AC0107-C,3R,UGgam,Uganda,gambiae
AC0108-C,3R,UGgam,Uganda,gambiae
AC0109-C,3R,UGgam,Uganda,gambiae
AC0110-C,3R,UGgam,Uganda,gambiae
AC0111-C,3R,UGgam,Uganda,gambiae
AC0112-C,3R,UGgam,Uganda,gambiae
AC0113-C,3R,UGgam,Uganda,gambiae
AC0114-C,3R,UGgam,Uganda,gambiae
AC0115-C,3R,UGgam,Uganda,gambiae
AC0116-C,3R,UGgam,Uganda,gambiae
AC0117-C,3R,UGgam,Uganda,gambiae
AC0118-C,3R,UGgam,Uganda,gambiae
AC0119-C,3R,UGgam,Uganda,gambiae
AC0120-C,3R,UGgam,Uganda,gambiae
AC0121-C,3R,UGgam,Uganda,gambiae
AC0122-C,3R,UGgam,Uganda,gambiae
AC0123-C,3R,UGgam,Uganda,gambiae
AC0124-C,3R,UGgam,Uganda,gambiae
AC0125-C,3R,UGgam,Uganda,gambiae
AC0126-C,3R,UGgam,Uganda,gambiae
AC0127-C,3R,UGgam,Uganda,gambiae
AC0128-C,3R,UGgam,Uganda,gambiae
AC0129-C,3R,UGgam,Uganda,gambiae
AC0130-C,3R,UGgam,Uganda,gambiae
AC0131-C,3R,UGgam,Uganda,gambiae
AC0132-C,3R,UGgam,Uganda,gambiae
AC0133-C,3R,UGgam,Uganda,gambiae
AC0134-C,3R,UGgam,Uganda,gambiae
AC0135-C,3R,UGgam,Uganda,gambiae
AC0136-C,3R,UGgam,Uganda,gambiae
AC0137-C,3R,UGgam,Uganda,gambiae
AC0138-C,3R,UGgam,Uganda,gambiae
AC0139-C,3R,UGgam,Uganda,gambiae
AC0140-C,3R,UGgam,Uganda,gambiae
AC0141-C,3R,UGgam,Uganda,gambiae
AC0142-C,3R,UGgam,Uganda,gambiae
AC0143-C,3R,UGgam,Uganda,gambiae
AC0144-C,3R,UGgam,Uganda,gambiae
AC0145-C,3R,UGgam,Uganda,gambiae
AC0146-C,3R,UGgam,Uganda,gambiae
AC0147-C,3R,UGgam,Uganda,gambiae
AC0148-C,3R,UGgam,Uganda,gambiae
AC0149-C,3R,UGgam,Uganda,gambiae
AC0150-C,3R,UGgam,Uganda,gambiae
AC0151-C,3R,UGgam,Uganda,gambiae
AC0152-C,3R,UGgam,Uganda,gambiae
AC0153-C,3R,UGgam,Uganda,gambiae
AC0154-C,3R,UGgam,Uganda,gambiae
AC0155-C,3R,UGgam,Uganda,gambiae
AC0156-C,3R,UGgam,Uganda,gambiae
AC0157-C,3R,UGgam,Uganda,gambiae
AC0158-C,3R,UGgam,Uganda,gambiae
AC0159-C,3R,UGgam,Uganda,gambiae
AC0160-C,3R,UGgam,Uganda,gambiae
AC0161-C,3R,UGgam,Uganda,gambiae
AC0162-C,3R,UGgam,Uganda,gambiae
AC0163-C,3R,UGgam,Uganda,gambiae
AC0164-C,3R,UGgam,Uganda,gambiae
AC0166-C,3R,UGgam,Uganda,gambiae
AC0167-C,3R,UGgam,Uganda,gambiae
AC0168-C,3R,UGgam,Uganda,gambiae
AC0169-C,3R,UGgam,Uganda,gambiae
AC0170-C,3R,UGgam,Uganda,gambiae
AC0171-C,3R,UGgam,Uganda,gambiae
AC0172-C,3R,UGgam,Uganda,gambiae
AC0173-C,3R,UGgam,Uganda,gambiae
AC0174-C,3R,UGgam,Uganda,gambiae
AC0176-C,3R,UGgam,Uganda,gambiae
AC0177-C,3R,UGgam,Uganda,gambiae
AC0178-C,3R,UGgam,Uganda,gambiae
AC0179-C,3R,UGgam,Uganda,gambiae
AC0180-C,3R,UGgam,Uganda,gambiae
AC0181-C,3R,UGgam,Uganda,gambiae
AC0182-C,3R,UGgam,Uganda,gambiae
AC0183-C,3R,UGgam,Uganda,gambiae
AC0184-C,3R,UGgam,Uganda,gambiae
AC0185-C,3R,UGgam,Uganda,gambiae
AC0186-C,3R,UGgam,Uganda,gambiae
AC0187-C,3R,UGgam,Uganda,gambiae
AC0188-C,3R,UGgam,Uganda,gambiae
AC0189-C,3R,UGgam,Uganda,gambiae
AC0190-C,3R,UGgam,Uganda,gambiae
AC0191-C,3R,UGgam,Uganda,gambiae
AC0192-C,3R,UGgam,Uganda,gambiae
AC0193-C,3R,UGgam,Uganda,gambiae
AC0194-C,3R,UGgam,Uganda,gambiae
AC0195-C,3R,UGgam,Uganda,gambiae
AC0196-C,3R,UGgam,Uganda,gambiae
AC0197-C,3R,UGgam,Uganda,gambiae
AC0199-C,3R,UGgam,Uganda,gambiae
AC0200-C,3R,UGgam,Uganda,gambiae
AC0201-C,3R,UGgam,Uganda,gambiae
AC0202-C,3R,UGgam,Uganda,gambiae
AC0203-C,3R,UGgam,Uganda,gambiae
AN0007-C,3R,CMgam,Cameroon,gambiae
AN0008-C,3R,CMgam,Cameroon,gambiae
AN0009-C,3R,CMgam,Cameroon,gambiae
AN0010-C,3R,CMgam,Cameroon,gambiae
AN0011-C,3R,CMgam,Cameroon,gambiae
AN0012-C,3R,CMgam,Cameroon,gambiae
AN0013-C,3R,CMgam,Cameroon,gambiae
AN0014-C,3R,CMgam,Cameroon,gambiae
AN0015-C,3R,CMgam,Cameroon,gambiae
AN0016-C,3R,CMgam,Cameroon,gambiae
AN0017-C,3R,CMgam,Cameroon,gambiae
AN0018-C,3R,CMgam,Cameroon,gambiae
AN0019-C,3R,CMgam,Cameroon,gambiae
AN0020-C,3R,CMgam,Cameroon,gambiae
AN0022-C,3R,CMgam,Cameroon,gambiae
AN0023-C,3R,CMgam,Cameroon,gambiae
AN0024-C,3R,CMgam,Cameroon,gambiae
AN0025-C,3R,CMgam,Cameroon,gambiae
AN0026-C,3R,CMgam,Cameroon,gambiae
AN0027-C,3R,CMgam,Cameroon,gambiae
AN0028-C,3R,CMgam,Cameroon,gambiae
AN0029-C,3R,CMgam,Cameroon,gambiae
AN0030-C,3R,CMgam,Cameroon,gambiae
AN0031-C,3R,CMgam,Cameroon,gambiae
AN0032-C,3R,CMgam,Cameroon,gambiae
AN0033-C,3R,CMgam,Cameroon,gambiae
AN0034-C,3R,CMgam,Cameroon,gambiae
AN0035-C,3R,CMgam,Cameroon,gambiae
AN0036-C,3R,CMgam,Cameroon,gambiae
AN0037-C,3R,CMgam,Cameroon,gambiae
AN0038-C,3R,CMgam,Cameroon,gambiae
AN0039-C,3R,CMgam,Cameroon,gambiae
AN0040-C,3R,CMgam,Cameroon,gambiae
AN0041-C,3R,CMgam,Cameroon,gambiae
AN0042-C,3R,CMgam,Cameroon,gambiae
AN0043-C,3R,CMgam,Cameroon,gambiae
AN0044-C,3R,CMgam,Cameroon,gambiae
AN0045-C,3R,CMgam,Cameroon,gambiae
AN0046-C,3R,CMgam,Cameroon,gambiae
AN0047-C,3R,CMgam,Cameroon,gambiae
AN0048-C,3R,CMgam,Cameroon,gambiae
AN0049-C,3R,CMgam,Cameroon,gambiae
AN0050-C,3R,CMgam,Cameroon,gambiae
AN0051-C,3R,CMgam,Cameroon,gambiae
AN0053-C,3R,CMgam,Cameroon,gambiae
AN0054-C,3R,CMgam,Cameroon,gambiae
AN0055-C,3R,CMgam,Cameroon,gambiae
AN0056-C,3R,CMgam,Cameroon,gambiae
AN0057-C,3R,CMgam,Cameroon,gambiae
AN0058-C,3R,CMgam,Cameroon,gambiae
AN0059-C,3R,CMgam,Cameroon,gambiae
AN0060-C,3R,CMgam,Cameroon,gambiae
AN0061-C,3R,CMgam,Cameroon,gambiae
AN0062-C,3R,CMgam,Cameroon,gambiae
AN0063-C,3R,CMgam,Cameroon,gambiae
AN0064-C,3R,CMgam,Cameroon,gambiae
AN0065-C,3R,CMgam,Cameroon,gambiae
AN0066-C,3R,CMgam,Cameroon,gambiae
AN0067-C,3R,CMgam,Cameroon,gambiae
AN0068-C,3R,CMgam,Cameroon,gambiae
AN0069-C,3R,CMgam,Cameroon,gambiae
AN0070-C,3R,CMgam,Cameroon,gambiae
AN0071-C,3R,CMgam,Cameroon,gambiae
AN0072-C,3R,CMgam,Cameroon,gambiae
AN0073-C,3R,CMgam,Cameroon,gambiae
AN0074-C,3R,CMgam,Cameroon,gambiae
AN0075-C,3R,CMgam,Cameroon,gambiae
AN0076-C,3R,CMgam,Cameroon,gambiae
AN0077-C,3R,CMgam,Cameroon,gambiae
AN0079-C,3R,CMgam,Cameroon,gambiae
AN0080-C,3R,CMgam,Cameroon,gambiae
AN0081-C,3R,CMgam,Cameroon,gambiae
AN0082-C,3R,CMgam,Cameroon,gambiae
AN0083-C,3R,CMgam,Cameroon,gambiae
AN0084-C,3R,CMgam,Cameroon,gambiae
AN0085-C,3R,CMgam,Cameroon,gambiae
AN0086-C,3R,CMgam,Cameroon,gambiae
AN0087-C,3R,CMgam,Cameroon,gambiae
AN0088-C,3R,CMgam,Cameroon,gambiae
AN0089-C,3R,CMgam,Cameroon,gambiae
AN0090-C,3R,CMgam,Cameroon,gambiae
AN0091-C,3R,CMgam,Cameroon,gambiae
AN0092-C,3R,CMgam,Cameroon,gambiae
AN0093-C,3R,CMgam,Cameroon,gambiae
AN0094-C,3R,CMgam,Cameroon,gambiae
AN0095-C,3R,CMgam,Cameroon,gambiae
AN0096-C,3R,CMgam,Cameroon,gambiae
AN0097-C,3R,CMgam,Cameroon,gambiae
AN0098-C,3R,CMgam,Cameroon,gambiae
AN0099-C,3R,CMgam,Cameroon,gambiae
AN0100-C,3R,CMgam,Cameroon,gambiae
AN0101-C,3R,CMgam,Cameroon,gambiae
AN0102-C,3R,CMgam,Cameroon,gambiae
AN0103-C,3R,CMgam,Cameroon,gambiae
AN0104-C,3R,CMgam,Cameroon,gambiae
AN0105-C,3R,CMgam,Cameroon,gambiae
AN0106-C,3R,CMgam,Cameroon,gambiae
AN0107-C,3R,CMgam,Cameroon,gambiae
AN0108-C,3R,CMgam,Cameroon,gambiae
AN0109-C,3R,CMgam,Cameroon,gambiae
AN0111-C,3R,CMgam,Cameroon,gambiae
AN0112-C,3R,CMgam,Cameroon,gambiae
AN0113-C,3R,CMgam,Cameroon,gambiae
AN0114-C,3R,CMgam,Cameroon,gambiae
AN0115-C,3R,CMgam,Cameroon,gambiae
AN0117-C,3R,CMgam,Cameroon,gambiae
AN0118-C,3R,CMgam,Cameroon,gambiae
AN0119-C,3R,CMgam,Cameroon,gambiae
AN0120-C,3R,CMgam,Cameroon,gambiae
AN0121-C,3R,CMgam,Cameroon,gambiae
AN0122-C,3R,CMgam,Cameroon,gambiae
AN0123-C,3R,CMgam,Cameroon,gambiae
AN0124-C,3R,CMgam,Cameroon,gambiae
AN0125-C,3R,CMgam,Cameroon,gambiae
AN0126-C,3R,CMgam,Cameroon,gambiae
AN0127-C,3R,CMgam,Cameroon,gambiae
AN0128-C,3R,CMgam,Cameroon,gambiae
AN0129-C,3R,CMgam,Cameroon,gambiae
AN0130-C,3R,CMgam,Cameroon,gambiae
AN0131-C,3R,CMgam,Cameroon,gambiae
AN0132-C,3R,CMgam,Cameroon,gambiae
AN0134-C,3R,CMgam,Cameroon,gambiae
AN0135-C,3R,CMgam,Cameroon,gambiae
AN0136-C,3R,CMgam,Cameroon,gambiae
AN0137-C,3R,CMgam,Cameroon,gambiae
AN0138-C,3R,CMgam,Cameroon,gambiae
AN0139-C,3R,CMgam,Cameroon,gambiae
AN0140-C,3R,CMgam,Cameroon,gambiae
AN0141-C,3R,CMgam,Cameroon,gambiae
AN0142-C,3R,CMgam,Cameroon,gambiae
AN0143-C,3R,CMgam,Cameroon,gambiae
AN0144-C,3R,CMgam,Cameroon,gambiae
AN0147-C,3R,CMgam,Cameroon,gambiae
AN0149-C,3R,CMgam,Cameroon,gambiae
AN0151-C,3R,CMgam,Cameroon,gambiae
AN0152-C,3R,CMgam,Cameroon,gambiae
AN0153-C,3R,CMgam,Cameroon,gambiae
AN0154-C,3R,CMgam,Cameroon,gambiae
AN0155-C,3R,CMgam,Cameroon,gambiae
AN0156-C,3R,CMgam,Cameroon,gambiae
AN0157-C,3R,CMgam,Cameroon,gambiae
AN0158-C,3R,CMgam,Cameroon,gambiae
AN0159-C,3R,CMgam,Cameroon,gambiae
AN0160-C,3R,CMgam,Cameroon,gambiae
AN0162-C,3R,CMgam,Cameroon,gambiae
AN0163-C,3R,CMgam,Cameroon,gambiae
AN0164-C,3R,CMgam,Cameroon,gambiae
AN0165-C,3R,CMgam,Cameroon,gambiae
AN0166-C,3R,CMgam,Cameroon,gambiae
AN0167-C,3R,CMgam,Cameroon,gambiae
AN0168-C,3R,CMgam,Cameroon,gambiae
AN0169-C,3R,CMgam,Cameroon,gambiae
AN0170-C,3R,CMgam,Cameroon,gambiae
AN0171-C,3R,CMgam,Cameroon,gambiae
AN0172-C,3R,CMgam,Cameroon,gambiae
AN0173-C,3R,CMgam,Cameroon,gambiae
AN0174-C,3R,CMgam,Cameroon,gambiae
AN0175-C,3R,CMgam,Cameroon,gambiae
AN0176-C,3R,CMgam,Cameroon,gambiae
AN0177-C,3R,CMgam,Cameroon,gambiae
AN0178-C,3R,CMgam,Cameroon,gambiae
AN0179-C,3R,CMgam,Cameroon,gambiae
AN0180-C,3R,CMgam,Cameroon,gambiae
AN0181-C,3R,CMgam,Cameroon,gambiae
AN0182-C,3R,CMgam,Cameroon,gambiae
AN0183-C,3R,CMgam,Cameroon,gambiae
AN0184-C,3R,CMgam,Cameroon,gambiae
AN0185-C,3R,CMgam,Cameroon,gambiae
AN0186-C,3R,CMgam,Cameroon,gambiae
AN0187-C,3R,CMgam,Cameroon,gambiae
AN0188-C,3R,CMgam,Cameroon,gambiae
AN0189-C,3R,CMgam,Cameroon,gambiae
AN0190-C,3R,CMgam,Cameroon,gambiae
AN0191-C,3R,CMgam,Cameroon,gambiae
AN0192-C,3R,CMgam,Cameroon,gambiae
AN0193-C,3R,CMgam,Cameroon,gambiae
AN0194-C,3R,CMgam,Cameroon,gambiae
AN0196-C,3R,CMgam,Cameroon,gambiae
AN0197-C,3R,CMgam,Cameroon,gambiae
AN0198-C,3R,CMgam,Cameroon,gambiae
AN0199-C,3R,CMgam,Cameroon,gambiae
AN0200-C,3R,CMgam,Cameroon,gambiae
AN0201-C,3R,CMgam,Cameroon,gambiae
AN0202-C,3R,CMgam,Cameroon,gambiae
AN0203-C,3R,CMgam,Cameroon,gambiae
AN0204-C,3R,CMgam,Cameroon,gambiae
AN0205-C,3R,CMgam,Cameroon,gambiae
AN0206-C,3R,CMgam,Cameroon,gambiae
AN0207-C,3R,CMgam,Cameroon,gambiae
AN0208-C,3R,CMgam,Cameroon,gambiae
AN0209-C,3R,CMgam,Cameroon,gambiae
AN0210-C,3R,CMgam,Cameroon,gambiae
AN0212-C,3R,CMgam,Cameroon,gambiae
AN0213-C,3R,CMgam,Cameroon,gambiae
AN0214-C,3R,CMgam,Cameroon,gambiae
AN0215-C,3R,CMgam,Cameroon,gambiae
AN0217-C,3R,CMgam,Cameroon,gambiae
AN0218-C,3R,CMgam,Cameroon,gambiae
AN0219-C,3R,CMgam,Cameroon,gambiae
AN0220-C,3R,CMgam,Cameroon,gambiae
AN0221-C,3R,CMgam,Cameroon,gambiae
AN0222-C,3R,CMgam,Cameroon,gambiae
AN0223-C,3R,CMgam,Cameroon,gambiae
AN0224-C,3R,CMgam,Cameroon,gambiae
AN0225-C,3R,CMgam,Cameroon,gambiae
AN0226-C,3R,CMgam,Cameroon,gambiae
AN0227-C,3R,CMgam,Cameroon,gambiae
AN0228-C,3R,CMgam,Cameroon,gambiae
AN0229-C,3R,CMgam,Cameroon,gambiae
AN0230-C,3R,CMgam,Cameroon,gambiae
AN0231-C,3R,CMgam,Cameroon,gambiae
AN0232-C,3R,CMgam,Cameroon,gambiae
AN0233-C,3R,CMgam,Cameroon,gambiae
AN0234-C,3R,CMgam,Cameroon,gambiae
AN0235-C,3R,CMgam,Cameroon,gambiae
AN0236-C,3R,CMgam,Cameroon,gambiae
AN0237-C,3R,CMgam,Cameroon,gambiae
AN0238-C,3R,CMgam,Cameroon,gambiae
AN0239-C,3R,CMgam,Cameroon,gambiae
AN0240-C,3R,CMgam,Cameroon,gambiae
AN0241-C,3R,CMgam,Cameroon,gambiae
AN0242-C,3R,CMgam,Cameroon,gambiae
AN0243-C,3R,CMgam,Cameroon,gambiae
AN0244-C,3R,CMgam,Cameroon,gambiae
AN0245-C,3R,CMgam,Cameroon,gambiae
AN0246-C,3R,CMgam,Cameroon,gambiae
AN0247-C,3R,CMgam,Cameroon,gambiae
AN0248-C,3R,CMgam,Cameroon,gambiae
AN0250-C,3R,CMgam,Cameroon,gambiae
AN0251-C,3R,CMgam,Cameroon,gambiae
AN0252-C,3R,CMgam,Cameroon,gambiae
AN0253-C,3R,CMgam,Cameroon,gambiae
AN0254-C,3R,CMgam,Cameroon,gambiae
AN0255-C,3R,CMgam,Cameroon,gambiae
AN0256-C,3R,CMgam,Cameroon,gambiae
AN0258-C,3R,CMgam,Cameroon,gambiae
AN0259-C,3R,CMgam,Cameroon,gambiae
AN0260-C,3R,CMgam,Cameroon,gambiae
AN0261-C,3R,CMgam,Cameroon,gambiae
AN0262-C,3R,CMgam,Cameroon,gambiae
AN0263-C,3R,CMgam,Cameroon,gambiae
AN0264-C,3R,CMgam,Cameroon,gambiae
AN0265-C,3R,CMgam,Cameroon,gambiae
AN0266-C,3R,CMgam,Cameroon,gambiae
AN0267-C,3R,CMgam,Cameroon,gambiae
AN0268-C,3R,CMgam,Cameroon,gambiae
AN0269-C,3R,CMgam,Cameroon,gambiae
AN0270-C,3R,CMgam,Cameroon,gambiae
AN0271-C,3R,CMgam,Cameroon,gambiae
AN0272-C,3R,CMgam,Cameroon,gambiae
AN0275-C,3R,CMgam,Cameroon,gambiae
AN0276-C,3R,CMgam,Cameroon,gambiae
AN0277-C,3R,CMgam,Cameroon,gambiae
AN0278-C,3R,CMgam,Cameroon,gambiae
AN0279-C,3R,CMgam,Cameroon,gambiae
AN0280-C,3R,CMgam,Cameroon,gambiae
AN0281-C,3R,CMgam,Cameroon,gambiae
AN0282-C,3R,CMgam,Cameroon,gambiae
AN0283-C,3R,CMgam,Cameroon,gambiae
AN0284-C,3R,CMgam,Cameroon,gambiae
AN0285-C,3R,CMgam,Cameroon,gambiae
AN0286-C,3R,CMgam,Cameroon,gambiae
AN0287-C,3R,CMgam,Cameroon,gambiae
AN0288-C,3R,CMgam,Cameroon,gambiae
AN0289-C,3R,CMgam,Cameroon,gambiae
AN0290-C,3R,CMgam,Cameroon,gambiae
AN0291-C,3R,CMgam,Cameroon,gambiae
AN0292-C,3R,CMgam,Cameroon,gambiae
AN0293-C,3R,CMgam,Cameroon,gambiae
AN0294-C,3R,CMgam,Cameroon,gambiae
AN0295-C,3R,CMgam,Cameroon,gambiae
AN0296-C,3R,CMgam,Cameroon,gambiae
AN0297-C,3R,CMgam,Cameroon,gambiae
AN0298-C,3R,CMgam,Cameroon,gambiae
AN0299-C,3R,CMgam,Cameroon,gambiae
AN0300-C,3R,CMgam,Cameroon,gambiae
AN0301-C,3R,CMgam,Cameroon,gambiae
AN0302-C,3R,CMgam,Cameroon,gambiae
AN0303-C,3R,CMgam,Cameroon,gambiae
AN0304-C,3R,CMgam,Cameroon,gambiae
AN0305-C,3R,CMgam,Cameroon,gambiae
AN0306-C,3R,CMgam,Cameroon,gambiae
AN0307-C,3R,CMgam,Cameroon,gambiae
AN0308-C,3R,CMgam,Cameroon,gambiae
AN0309-C,3R,CMgam,Cameroon,gambiae
AN0310-C,3R,CMgam,Cameroon,gambiae
AN0311-C,3R,CMgam,Cameroon,gambiae
AN0312-C,3R,CMgam,Cameroon,gambiae
AN0313-C,3R,CMgam,Cameroon,gambiae
AN0314-C,3R,CMgam,Cameroon,gambiae
AN0315-C,3R,CMgam,Cameroon,gambiae
AN0316-C,3R,CMgam,Cameroon,gambiae
AN0317-C,3R,CMgam,Cameroon,gambiae
AN0318-C,3R,CMgam,Cameroon,gambiae
AN0319-C,3R,CMgam,Cameroon,gambiae
AN0320-C,3R,CMgam,Cameroon,gambiae
AN0321-C,3R,CMgam,Cameroon,gambiae
AP0002-C,3R,FRgam,France,gambiae
AP0005-C,3R,FRgam,France,gambiae
AP0006-C,3R,FRgam,France,gambiae
AP0007-C,3R,FRgam,France,gambiae
AP0008-C,3R,FRgam,France,gambiae
AP0009-C,3R,FRgam,France,gambiae
AP0010-C,3R,FRgam,France,gambiae
AP0011-C,3R,FRgam,France,gambiae
AP0014-C,3R,FRgam,France,gambiae
AP0017-C,3R,FRgam,France,gambiae
AP0018-C,3R,FRgam,France,gambiae
AP0019-C,3R,FRgam,France,gambiae
AP0020-C,3R,FRgam,France,gambiae
AP0021-C,3R,FRgam,France,gambiae
AP0022-C,3R,FRgam,France,gambiae
AP0023-C,3R,FRgam,France,gambiae
AP0024-C,3R,FRgam,France,gambiae
AP0025-C,3R,FRgam,France,gambiae
AP0030-C,3R,FRgam,France,gambiae
AP0031-C,3R,FRgam,France,gambiae
AP0032-C,3R,FRgam,France,gambiae
AP0033-C,3R,FRgam,France,gambiae
AP0034-C,3R,FRgam,France,gambiae
AP0035-C,3R,FRgam,France,gambiae
AQ0001-C,3R,GQgam,Equatorial Guinea,gambiae
AQ0002-C,3R,GQgam,Equatorial Guinea,gambiae
AQ0004-C,3R,GQgam,Equatorial Guinea,gambiae
AQ0005-C,3R,GQgam,Equatorial Guinea,gambiae
AQ0011-C,3R,GQgam,Equatorial Guinea,gambiae
AQ0012-C,3R,GQgam,Equatorial Guinea,gambiae
AQ0013-C,3R,GQgam,Equatorial Guinea,gambiae
AQ0014-C,3R,GQgam,Equatorial Guinea,gambiae
AQ0015-C,3R,GQgam,Equatorial Guinea,gambiae
AR0001-C,3R,AOcol,Angola,coluzzii
AR0007-C,3R,AOcol,Angola,coluzzii
AR0008-C,3R,AOcol,Angola,coluzzii
AR0009-C,3R,AOcol,Angola,coluzzii
AR0010-C,3R,AOcol,Angola,coluzzii
AR0011-C,3R,AOcol,Angola,coluzzii
AR0012-C,3R,AOcol,Angola,coluzzii
AR0013-C,3R,AOcol,Angola,coluzzii
AR0014-C,3R,AOcol,Angola,coluzzii
AR0015-C,3R,AOcol,Angola,coluzzii
AR0016-C,3R,AOcol,Angola,coluzzii
AR0017-C,3R,AOcol,Angola,coluzzii
AR0018-C,3R,AOcol,Angola,coluzzii
AR0019-C,3R,AOcol,Angola,coluzzii
AR0020-C,3R,AOcol,Angola,coluzzii
AR0021-C,3R,AOcol,Angola,coluzzii
AR0022-C,3R,AOcol,Angola,coluzzii
AR0023-C,3R,AOcol,Angola,coluzzii
AR0024-C,3R,AOcol,Angola,coluzzii
AR0026-C,3R,AOcol,Angola,coluzzii
AR0027-C,3R,AOcol,Angola,coluzzii
AR0034-C,3R,AOcol,Angola,coluzzii
AR0035-C,3R,AOcol,Angola,coluzzii
AR0036-C,3R,AOcol,Angola,coluzzii
AR0038-C,3R,AOcol,Angola,coluzzii
AR0040-C,3R,AOcol,Angola,coluzzii
AR0042-C,3R,AOcol,Angola,coluzzii
AR0043-C,3R,AOcol,Angola,coluzzii
AR0044-C,3R,AOcol,Angola,coluzzii
AR0045-C,3R,AOcol,Angola,coluzzii
AR0046-C,3R,AOcol,Angola,coluzzii
AR0047-C,3R,AOcol,Angola,coluzzii
AR0048-C,3R,AOcol,Angola,coluzzii
AR0049-C,3R,AOcol,Angola,coluzzii
AR0050-C,3R,AOcol,Angola,coluzzii
AR0051-C,3R,AOcol,Angola,coluzzii
AR0052-C,3R,AOcol,Angola,coluzzii
AR0053-C,3R,AOcol,Angola,coluzzii
AR0054-C,3R,AOcol,Angola,coluzzii
AR0057-C,3R,AOcol,Angola,coluzzii
AR0059-C,3R,AOcol,Angola,coluzzii
AR0060-C,3R,AOcol,Angola,coluzzii
AR0061-C,3R,AOcol,Angola,coluzzii
AR0062-C,3R,AOcol,Angola,coluzzii
AR0063-C,3R,AOcol,Angola,coluzzii
AR0064-C,3R,AOcol,Angola,coluzzii
AR0065-C,3R,AOcol,Angola,coluzzii
AR0066-C,3R,AOcol,Angola,coluzzii
AR0069-C,3R,AOcol,Angola,coluzzii
AR0070-C,3R,AOcol,Angola,coluzzii
AR0071-C,3R,AOcol,Angola,coluzzii
AR0072-C,3R,AOcol,Angola,coluzzii
AR0073-C,3R,AOcol,Angola,coluzzii
AR0074-C,3R,AOcol,Angola,coluzzii
AR0075-C,3R,AOcol,Angola,coluzzii
AR0076-C,3R,AOcol,Angola,coluzzii
AR0077-C,3R,AOcol,Angola,coluzzii
AR0078-C,3R,AOcol,Angola,coluzzii
AR0079-C,3R,AOcol,Angola,coluzzii
AR0080-C,3R,AOcol,Angola,coluzzii
AR0081-C,3R,AOcol,Angola,coluzzii
AR0082-C,3R,AOcol,Angola,coluzzii
AR0083-C,3R,AOcol,Angola,coluzzii
AR0084-C,3R,AOcol,Angola,coluzzii
AR0085-C,3R,AOcol,Angola,coluzzii
AR0086-C,3R,AOcol,Angola,coluzzii
AR0087-C,3R,AOcol,Angola,coluzzii
AR0088-C,3R,AOcol,Angola,coluzzii
AR0089-C,3R,AOcol,Angola,coluzzii
AR0090-C,3R,AOcol,Angola,coluzzii
AR0092-C,3R,AOcol,Angola,coluzzii
AR0093-C,3R,AOcol,Angola,coluzzii
AR0095-C,3R,AOcol,Angola,coluzzii
AR0096-C,3R,AOcol,Angola,coluzzii
AR0097-C,3R,AOcol,Angola,coluzzii
AR0098-C,3R,AOcol,Angola,coluzzii
AR0099-C,3R,AOcol,Angola,coluzzii
AR0100-C,3R,AOcol,Angola,coluzzii
AS0001-C,3R,GAgam,Gabon,gambiae
AS0002-C,3R,GAgam,Gabon,gambiae
AS0003-C,3R,GAgam,Gabon,gambiae
AS0004-C,3R,GAgam,Gabon,gambiae
AS0005-C,3R,GAgam,Gabon,gambiae
AS0006-C,3R,GAgam,Gabon,gambiae
AS0007-C,3R,GAgam,Gabon,gambiae
AS0008-C,3R,GAgam,Gabon,gambiae
AS0009-C,3R,GAgam,Gabon,gambiae
AS0010-C,3R,GAgam,Gabon,gambiae
AS0011-C,3R,GAgam,Gabon,gambiae
AS0012-C,3R,GAgam,Gabon,gambiae
AS0013-C,3R,GAgam,Gabon,gambiae
AS0014-C,3R,GAgam,Gabon,gambiae
